GUID,FRAME,ANNOTATIONS
cpb-aacip-221-03cz924b,50355,DUPLICATE
cpb-aacip-221-03cz924b,50370,",PRODUCTION SECRETARY,Pat Adams
,MAKE-UP,Carolyn Dennison"
cpb-aacip-221-03cz924b,50385,",PRODUCTION SECRETARY,Pat Adams
,MAKE-UP,Carolyn Dennison
,ELECTRONIC TITLES,Karen Mahaffey"
cpb-aacip-221-03cz924b,50400,",MAKE-UP,Carolyn Dennison
,ELECTRONIC TITLES,Karen Mahaffey"
cpb-aacip-221-03cz924b,50415,",MAKE-UP,Carolyn Dennison
,ELECTRONIC TITLES,Karen Mahaffey
,INTERN/RESEARCHER,Mike Monahan"
cpb-aacip-221-03cz924b,50430,",ELECTRONIC TITLES,Karen Mahaffey
,INTERN/RESEARCHER,Mike Monahan
,INTERN/RESEARCHER,Heather Wilson"
cpb-aacip-221-03cz924b,50445,DUPLICATE
cpb-aacip-221-03cz924b,50460,DUPLICATE
cpb-aacip-221-03cz924b,50475,",INTERN/RESEARCHER,Mike Monahan
,INTERN/RESEARCHER,Heather Wilson"
cpb-aacip-221-03cz924b,50490,DUPLICATE
cpb-aacip-221-03cz924b,50505,DUPLICATE
cpb-aacip-526-dj58c9s78v,104220,",FILM PRODUCTION,Fred Wessel
,STILL PHOTOGRAPHY,Mike Brisson"
cpb-aacip-526-dj58c9s78v,104235,DUPLICATE
cpb-aacip-526-dj58c9s78v,104250,DUPLICATE
cpb-aacip-526-dj58c9s78v,104265,DUPLICATE
cpb-aacip-526-dj58c9s78v,104280,DUPLICATE
cpb-aacip-526-dj58c9s78v,104295,DUPLICATE
cpb-aacip-526-dj58c9s78v,104400,",AUDIO,Bob Batal
,AUDIO,Roger Vanderparren
,AUDIO,Dean Thomas
,AUDIO,Howard Winkler"
cpb-aacip-526-dj58c9s78v,104415,DUPLICATE
cpb-aacip-526-dj58c9s78v,104430,DUPLICATE
cpb-aacip-526-dj58c9s78v,104445,DUPLICATE
cpb-aacip-526-dj58c9s78v,104460,DUPLICATE
cpb-aacip-526-dj58c9s78v,104475,no text in image
cpb-aacip-526-dj58c9s78v,106860,DUPLICATE
cpb-aacip-526-dj58c9s78v,106875,DUPLICATE
cpb-aacip-526-dj58c9s78v,106890,DUPLICATE
cpb-aacip-526-dj58c9s78v,106905,DUPLICATE
cpb-aacip-526-dj58c9s78v,106920,DUPLICATE
cpb-aacip-526-dj58c9s78v,106935,DUPLICATE
cpb-aacip-526-dj58c9s78v,106950,DUPLICATE
cpb-aacip-526-dj58c9s78v,106965,DUPLICATE
cpb-aacip-526-dj58c9s78v,106980,DUPLICATE
cpb-aacip-526-dj58c9s78v,106995,DUPLICATE
cpb-aacip-526-dj58c9s78v,107010,DUPLICATE
cpb-aacip-526-dj58c9s78v,107025,DUPLICATE
cpb-aacip-526-dj58c9s78v,107040,DUPLICATE
cpb-aacip-526-dj58c9s78v,107055,DUPLICATE
cpb-aacip-526-dj58c9s78v,107070,DUPLICATE
cpb-aacip-526-dj58c9s78v,107085,DUPLICATE
cpb-aacip-526-dj58c9s78v,107100,DUPLICATE
cpb-aacip-526-dj58c9s78v,107115,DUPLICATE
cpb-aacip-526-dj58c9s78v,107130,DUPLICATE
cpb-aacip-526-dj58c9s78v,107145,DUPLICATE
cpb-aacip-526-dj58c9s78v,107160,DUPLICATE
cpb-aacip-526-dj58c9s78v,107175,DUPLICATE
cpb-aacip-526-dj58c9s78v,107190,DUPLICATE
cpb-aacip-526-dj58c9s78v,107205,DUPLICATE
cpb-aacip-526-dj58c9s78v,107220,DUPLICATE
cpb-aacip-526-dj58c9s78v,107235,DUPLICATE
cpb-aacip-526-dj58c9s78v,107250,DUPLICATE
cpb-aacip-526-dj58c9s78v,107265,DUPLICATE
cpb-aacip-526-dj58c9s78v,107280,DUPLICATE
cpb-aacip-526-dj58c9s78v,107295,DUPLICATE
cpb-aacip-526-dj58c9s78v,107310,DUPLICATE
cpb-aacip-526-dj58c9s78v,107325,DUPLICATE
cpb-aacip-526-dj58c9s78v,107340,DUPLICATE
cpb-aacip-526-dj58c9s78v,107355,DUPLICATE
cpb-aacip-526-dj58c9s78v,107370,DUPLICATE
cpb-aacip-526-dj58c9s78v,107385,DUPLICATE
cpb-aacip-526-dj58c9s78v,107400,DUPLICATE
cpb-aacip-526-dj58c9s78v,107415,DUPLICATE
cpb-aacip-526-dj58c9s78v,107430,DUPLICATE
cpb-aacip-526-dj58c9s78v,107445,DUPLICATE
cpb-aacip-526-dj58c9s78v,107460,DUPLICATE
cpb-aacip-526-dj58c9s78v,107475,DUPLICATE
cpb-aacip-526-dj58c9s78v,107490,DUPLICATE
cpb-aacip-526-dj58c9s78v,107505,DUPLICATE
cpb-aacip-526-dj58c9s78v,107520,DUPLICATE
cpb-aacip-526-dj58c9s78v,107535,DUPLICATE
cpb-aacip-526-dj58c9s78v,107550,DUPLICATE
cpb-aacip-526-dj58c9s78v,107565,DUPLICATE
cpb-aacip-526-dj58c9s78v,107580,DUPLICATE
cpb-aacip-526-dj58c9s78v,107595,DUPLICATE
cpb-aacip-526-dj58c9s78v,107610,DUPLICATE
cpb-aacip-526-dj58c9s78v,107625,DUPLICATE
cpb-aacip-526-dj58c9s78v,107640,DUPLICATE
cpb-aacip-526-dj58c9s78v,107655,DUPLICATE
cpb-aacip-526-dj58c9s78v,107670,DUPLICATE
cpb-aacip-526-dj58c9s78v,107685,DUPLICATE
cpb-aacip-526-dj58c9s78v,107700,DUPLICATE
cpb-aacip-526-dj58c9s78v,107715,DUPLICATE
cpb-aacip-526-dj58c9s78v,107730,DUPLICATE
cpb-aacip-526-dj58c9s78v,107745,DUPLICATE
cpb-aacip-526-dj58c9s78v,107760,DUPLICATE
cpb-aacip-526-dj58c9s78v,107775,DUPLICATE
cpb-aacip-526-dj58c9s78v,107790,DUPLICATE
cpb-aacip-526-dj58c9s78v,107805,DUPLICATE
cpb-aacip-526-dj58c9s78v,107820,DUPLICATE
cpb-aacip-526-dj58c9s78v,107835,DUPLICATE
cpb-aacip-526-dj58c9s78v,107850,DUPLICATE
cpb-aacip-526-dj58c9s78v,107865,DUPLICATE
cpb-aacip-526-dj58c9s78v,107880,DUPLICATE
cpb-aacip-526-dj58c9s78v,107895,DUPLICATE
cpb-aacip-526-dj58c9s78v,107910,DUPLICATE
cpb-aacip-526-dj58c9s78v,107925,DUPLICATE
cpb-aacip-526-dj58c9s78v,107940,DUPLICATE
cpb-aacip-526-dj58c9s78v,107955,DUPLICATE
cpb-aacip-526-dj58c9s78v,14910,DUPLICATE
cpb-aacip-526-dj58c9s78v,14925,DUPLICATE
cpb-aacip-526-dj58c9s78v,14940,DUPLICATE
cpb-aacip-526-dj58c9s78v,14955,DUPLICATE
cpb-aacip-526-dj58c9s78v,14970,DUPLICATE
cpb-aacip-526-dj58c9s78v,14985,DUPLICATE
cpb-aacip-526-dj58c9s78v,1500,no text in image
cpb-aacip-526-dj58c9s78v,15000,DUPLICATE
cpb-aacip-526-dj58c9s78v,15015,DUPLICATE
cpb-aacip-526-dj58c9s78v,15030,DUPLICATE
cpb-aacip-526-dj58c9s78v,15045,DUPLICATE
cpb-aacip-526-dj58c9s78v,15060,DUPLICATE
cpb-aacip-526-dj58c9s78v,15075,DUPLICATE
cpb-aacip-526-dj58c9s78v,1515,DUPLICATE
cpb-aacip-526-dj58c9s78v,1530,DUPLICATE
cpb-aacip-526-dj58c9s78v,1545,DUPLICATE
cpb-aacip-526-dj58c9s78v,1560,DUPLICATE
cpb-aacip-526-dj58c9s78v,1575,DUPLICATE
cpb-aacip-526-dj58c9s78v,1590,DUPLICATE
cpb-aacip-526-dj58c9s78v,1605,DUPLICATE
cpb-aacip-526-dj58c9s78v,1620,DUPLICATE
cpb-aacip-526-dj58c9s78v,1635,DUPLICATE
cpb-aacip-526-dj58c9s78v,1650,DUPLICATE
cpb-aacip-526-dj58c9s78v,1665,DUPLICATE
cpb-aacip-526-dj58c9s78v,1680,DUPLICATE
cpb-aacip-526-dj58c9s78v,1695,DUPLICATE
cpb-aacip-526-dj58c9s78v,1710,DUPLICATE
cpb-aacip-526-dj58c9s78v,1725,DUPLICATE
cpb-aacip-526-dj58c9s78v,1740,DUPLICATE
cpb-aacip-526-dj58c9s78v,1755,DUPLICATE
cpb-aacip-526-dj58c9s78v,1770,DUPLICATE
cpb-aacip-526-dj58c9s78v,1785,DUPLICATE
cpb-aacip-526-dj58c9s78v,1800,DUPLICATE
cpb-aacip-526-dj58c9s78v,1815,DUPLICATE
cpb-aacip-526-dj58c9s78v,1830,DUPLICATE
cpb-aacip-526-dj58c9s78v,1845,DUPLICATE
cpb-aacip-526-dj58c9s78v,18570,DUPLICATE
cpb-aacip-526-dj58c9s78v,18585,DUPLICATE
cpb-aacip-526-dj58c9s78v,1860,DUPLICATE
cpb-aacip-526-dj58c9s78v,18600,DUPLICATE
cpb-aacip-526-dj58c9s78v,18615,DUPLICATE
cpb-aacip-526-dj58c9s78v,18630,DUPLICATE
cpb-aacip-526-dj58c9s78v,18645,DUPLICATE
cpb-aacip-526-dj58c9s78v,1875,DUPLICATE
cpb-aacip-526-dj58c9s78v,1890,DUPLICATE
cpb-aacip-526-dj58c9s78v,1905,DUPLICATE
cpb-aacip-526-dj58c9s78v,1920,DUPLICATE
cpb-aacip-526-dj58c9s78v,1935,DUPLICATE
cpb-aacip-526-dj58c9s78v,1950,DUPLICATE
cpb-aacip-526-dj58c9s78v,1965,DUPLICATE
cpb-aacip-526-dj58c9s78v,1980,DUPLICATE
cpb-aacip-526-dj58c9s78v,1995,DUPLICATE
cpb-aacip-526-dj58c9s78v,2010,DUPLICATE
cpb-aacip-526-dj58c9s78v,2025,DUPLICATE
cpb-aacip-526-dj58c9s78v,2040,DUPLICATE
cpb-aacip-526-dj58c9s78v,2055,DUPLICATE
cpb-aacip-526-dj58c9s78v,2070,DUPLICATE
cpb-aacip-526-dj58c9s78v,2085,DUPLICATE
cpb-aacip-526-dj58c9s78v,2100,DUPLICATE
cpb-aacip-526-dj58c9s78v,2115,DUPLICATE
cpb-aacip-526-dj58c9s78v,2130,DUPLICATE
cpb-aacip-526-dj58c9s78v,2145,DUPLICATE
cpb-aacip-526-dj58c9s78v,2160,DUPLICATE
cpb-aacip-526-dj58c9s78v,2175,DUPLICATE
cpb-aacip-526-dj58c9s78v,2430,DUPLICATE
cpb-aacip-526-dj58c9s78v,2445,DUPLICATE
cpb-aacip-526-dj58c9s78v,2460,DUPLICATE
cpb-aacip-526-dj58c9s78v,2475,DUPLICATE
cpb-aacip-526-dj58c9s78v,2490,DUPLICATE
cpb-aacip-526-dj58c9s78v,25020,DUPLICATE
cpb-aacip-526-dj58c9s78v,25035,DUPLICATE
cpb-aacip-526-dj58c9s78v,2505,DUPLICATE
cpb-aacip-526-dj58c9s78v,25050,DUPLICATE
cpb-aacip-526-dj58c9s78v,25065,DUPLICATE
cpb-aacip-526-dj58c9s78v,25080,DUPLICATE
cpb-aacip-526-dj58c9s78v,25095,DUPLICATE
cpb-aacip-526-dj58c9s78v,2520,DUPLICATE
cpb-aacip-526-dj58c9s78v,25200,DUPLICATE
cpb-aacip-526-dj58c9s78v,25215,DUPLICATE
cpb-aacip-526-dj58c9s78v,25230,DUPLICATE
cpb-aacip-526-dj58c9s78v,25245,DUPLICATE
cpb-aacip-526-dj58c9s78v,25260,DUPLICATE
cpb-aacip-526-dj58c9s78v,25275,DUPLICATE
cpb-aacip-526-dj58c9s78v,2535,DUPLICATE
cpb-aacip-526-dj58c9s78v,25380,DUPLICATE
cpb-aacip-526-dj58c9s78v,25395,DUPLICATE
cpb-aacip-526-dj58c9s78v,25410,DUPLICATE
cpb-aacip-526-dj58c9s78v,25425,DUPLICATE
cpb-aacip-526-dj58c9s78v,25440,DUPLICATE
cpb-aacip-526-dj58c9s78v,25455,DUPLICATE
cpb-aacip-526-dj58c9s78v,25470,DUPLICATE
cpb-aacip-526-dj58c9s78v,25485,DUPLICATE
cpb-aacip-526-dj58c9s78v,2550,DUPLICATE
cpb-aacip-526-dj58c9s78v,25500,DUPLICATE
cpb-aacip-526-dj58c9s78v,25515,DUPLICATE
cpb-aacip-526-dj58c9s78v,25530,DUPLICATE
cpb-aacip-526-dj58c9s78v,25545,DUPLICATE
cpb-aacip-526-dj58c9s78v,2565,DUPLICATE
cpb-aacip-526-dj58c9s78v,2580,DUPLICATE
cpb-aacip-526-dj58c9s78v,2595,DUPLICATE
cpb-aacip-526-dj58c9s78v,27810,DUPLICATE
cpb-aacip-526-dj58c9s78v,27825,DUPLICATE
cpb-aacip-526-dj58c9s78v,27840,DUPLICATE
cpb-aacip-526-dj58c9s78v,27855,DUPLICATE
cpb-aacip-526-dj58c9s78v,27870,DUPLICATE
cpb-aacip-526-dj58c9s78v,27885,DUPLICATE
cpb-aacip-526-dj58c9s78v,27900,DUPLICATE
cpb-aacip-526-dj58c9s78v,27915,DUPLICATE
cpb-aacip-526-dj58c9s78v,27930,DUPLICATE
cpb-aacip-526-dj58c9s78v,27945,DUPLICATE
cpb-aacip-526-dj58c9s78v,27960,DUPLICATE
cpb-aacip-526-dj58c9s78v,27975,DUPLICATE
cpb-aacip-526-dj58c9s78v,27990,DUPLICATE
cpb-aacip-526-dj58c9s78v,28005,DUPLICATE
cpb-aacip-526-dj58c9s78v,28020,DUPLICATE
cpb-aacip-526-dj58c9s78v,28035,DUPLICATE
cpb-aacip-526-dj58c9s78v,28050,DUPLICATE
cpb-aacip-526-dj58c9s78v,28065,DUPLICATE
cpb-aacip-526-dj58c9s78v,28080,DUPLICATE
cpb-aacip-526-dj58c9s78v,28095,DUPLICATE
cpb-aacip-526-dj58c9s78v,28110,DUPLICATE
cpb-aacip-526-dj58c9s78v,28125,DUPLICATE
cpb-aacip-526-dj58c9s78v,28140,DUPLICATE
cpb-aacip-526-dj58c9s78v,28155,DUPLICATE
cpb-aacip-526-dj58c9s78v,28170,DUPLICATE
cpb-aacip-526-dj58c9s78v,28185,DUPLICATE
cpb-aacip-526-dj58c9s78v,28710,DUPLICATE
cpb-aacip-526-dj58c9s78v,28725,DUPLICATE
cpb-aacip-526-dj58c9s78v,28740,DUPLICATE
cpb-aacip-526-dj58c9s78v,28755,DUPLICATE
cpb-aacip-526-dj58c9s78v,28770,DUPLICATE
cpb-aacip-526-dj58c9s78v,28785,DUPLICATE
cpb-aacip-526-dj58c9s78v,28800,DUPLICATE
cpb-aacip-526-dj58c9s78v,28815,DUPLICATE
cpb-aacip-526-dj58c9s78v,3720,DUPLICATE
cpb-aacip-526-dj58c9s78v,3735,DUPLICATE
cpb-aacip-526-dj58c9s78v,3750,DUPLICATE
cpb-aacip-526-dj58c9s78v,3765,DUPLICATE
cpb-aacip-526-dj58c9s78v,3780,DUPLICATE
cpb-aacip-526-dj58c9s78v,3795,DUPLICATE
cpb-aacip-526-dj58c9s78v,3810,DUPLICATE
cpb-aacip-526-dj58c9s78v,3825,DUPLICATE
cpb-aacip-526-dj58c9s78v,3840,DUPLICATE
cpb-aacip-526-dj58c9s78v,3855,DUPLICATE
cpb-aacip-526-dj58c9s78v,3870,DUPLICATE
cpb-aacip-526-dj58c9s78v,3885,DUPLICATE
cpb-aacip-526-dj58c9s78v,3900,DUPLICATE
cpb-aacip-526-dj58c9s78v,3915,DUPLICATE
cpb-aacip-526-dj58c9s78v,3930,DUPLICATE
cpb-aacip-526-dj58c9s78v,3945,DUPLICATE
cpb-aacip-526-dj58c9s78v,3960,DUPLICATE
cpb-aacip-526-dj58c9s78v,3975,DUPLICATE
cpb-aacip-526-dj58c9s78v,3990,DUPLICATE
cpb-aacip-526-dj58c9s78v,4005,DUPLICATE
cpb-aacip-526-dj58c9s78v,4020,DUPLICATE
cpb-aacip-526-dj58c9s78v,4035,DUPLICATE
cpb-aacip-526-dj58c9s78v,4050,DUPLICATE
cpb-aacip-526-dj58c9s78v,4065,DUPLICATE
cpb-aacip-526-dj58c9s78v,4080,DUPLICATE
cpb-aacip-526-dj58c9s78v,4095,DUPLICATE
cpb-aacip-526-dj58c9s78v,4110,DUPLICATE
cpb-aacip-526-dj58c9s78v,4125,DUPLICATE
cpb-aacip-526-dj58c9s78v,4140,DUPLICATE
cpb-aacip-526-dj58c9s78v,4155,DUPLICATE
cpb-aacip-526-dj58c9s78v,4800,DUPLICATE
cpb-aacip-526-dj58c9s78v,4815,DUPLICATE
cpb-aacip-526-dj58c9s78v,4830,DUPLICATE
cpb-aacip-526-dj58c9s78v,4845,DUPLICATE
cpb-aacip-526-dj58c9s78v,4860,DUPLICATE
cpb-aacip-526-dj58c9s78v,4875,DUPLICATE
cpb-aacip-526-dj58c9s78v,4890,DUPLICATE
cpb-aacip-526-dj58c9s78v,4905,DUPLICATE
cpb-aacip-526-dj58c9s78v,4920,DUPLICATE
cpb-aacip-526-dj58c9s78v,4935,DUPLICATE
cpb-aacip-526-dj58c9s78v,4950,DUPLICATE
cpb-aacip-526-dj58c9s78v,4965,DUPLICATE
cpb-aacip-526-dj58c9s78v,4980,DUPLICATE
cpb-aacip-526-dj58c9s78v,4995,DUPLICATE
cpb-aacip-526-dj58c9s78v,5010,DUPLICATE
cpb-aacip-526-dj58c9s78v,5025,DUPLICATE
cpb-aacip-526-dj58c9s78v,5040,DUPLICATE
cpb-aacip-526-dj58c9s78v,5055,DUPLICATE
cpb-aacip-526-dj58c9s78v,5070,DUPLICATE
cpb-aacip-526-dj58c9s78v,5085,DUPLICATE
cpb-aacip-526-dj58c9s78v,5100,DUPLICATE
cpb-aacip-526-dj58c9s78v,5115,DUPLICATE
cpb-aacip-526-dj58c9s78v,53070,DUPLICATE
cpb-aacip-526-dj58c9s78v,53085,DUPLICATE
cpb-aacip-526-dj58c9s78v,53100,DUPLICATE
cpb-aacip-526-dj58c9s78v,53115,DUPLICATE
cpb-aacip-526-dj58c9s78v,53130,DUPLICATE
cpb-aacip-526-dj58c9s78v,53145,DUPLICATE
cpb-aacip-526-dj58c9s78v,53160,DUPLICATE
cpb-aacip-526-dj58c9s78v,53175,DUPLICATE
cpb-aacip-526-dj58c9s78v,5460,DUPLICATE
cpb-aacip-526-dj58c9s78v,5475,DUPLICATE
cpb-aacip-526-dj58c9s78v,5490,DUPLICATE
cpb-aacip-526-dj58c9s78v,5505,DUPLICATE
cpb-aacip-526-dj58c9s78v,5520,DUPLICATE
cpb-aacip-526-dj58c9s78v,5535,DUPLICATE
cpb-aacip-526-dj58c9s78v,5550,DUPLICATE
cpb-aacip-526-dj58c9s78v,5565,DUPLICATE
cpb-aacip-526-dj58c9s78v,5580,DUPLICATE
cpb-aacip-526-dj58c9s78v,5595,DUPLICATE
cpb-aacip-526-dj58c9s78v,5640,DUPLICATE
cpb-aacip-526-dj58c9s78v,5655,DUPLICATE
cpb-aacip-526-dj58c9s78v,5670,DUPLICATE
cpb-aacip-526-dj58c9s78v,5685,DUPLICATE
cpb-aacip-526-dj58c9s78v,5700,DUPLICATE
cpb-aacip-526-dj58c9s78v,5715,DUPLICATE
cpb-aacip-526-dj58c9s78v,5730,DUPLICATE
cpb-aacip-526-dj58c9s78v,5745,DUPLICATE
cpb-aacip-526-dj58c9s78v,5760,DUPLICATE
cpb-aacip-526-dj58c9s78v,5775,DUPLICATE
cpb-aacip-526-dj58c9s78v,5790,DUPLICATE
cpb-aacip-526-dj58c9s78v,5805,DUPLICATE
cpb-aacip-526-dj58c9s78v,58650,DUPLICATE
cpb-aacip-526-dj58c9s78v,58665,DUPLICATE
cpb-aacip-526-dj58c9s78v,58680,DUPLICATE
cpb-aacip-526-dj58c9s78v,58695,DUPLICATE
cpb-aacip-526-dj58c9s78v,58710,DUPLICATE
cpb-aacip-526-dj58c9s78v,58725,DUPLICATE
cpb-aacip-526-dj58c9s78v,58740,DUPLICATE
cpb-aacip-526-dj58c9s78v,58755,DUPLICATE
cpb-aacip-526-dj58c9s78v,58770,DUPLICATE
cpb-aacip-526-dj58c9s78v,58785,DUPLICATE
cpb-aacip-526-dj58c9s78v,5880,DUPLICATE
cpb-aacip-526-dj58c9s78v,58800,DUPLICATE
cpb-aacip-526-dj58c9s78v,58815,DUPLICATE
cpb-aacip-526-dj58c9s78v,58830,DUPLICATE
cpb-aacip-526-dj58c9s78v,58845,DUPLICATE
cpb-aacip-526-dj58c9s78v,5895,DUPLICATE
cpb-aacip-526-dj58c9s78v,5910,DUPLICATE
cpb-aacip-526-dj58c9s78v,5925,DUPLICATE
cpb-aacip-526-dj58c9s78v,5940,DUPLICATE
cpb-aacip-526-dj58c9s78v,5955,DUPLICATE
cpb-aacip-526-dj58c9s78v,5970,DUPLICATE
cpb-aacip-526-dj58c9s78v,5985,DUPLICATE
cpb-aacip-526-dj58c9s78v,6000,DUPLICATE
cpb-aacip-526-dj58c9s78v,6015,DUPLICATE
cpb-aacip-526-dj58c9s78v,6030,DUPLICATE
cpb-aacip-526-dj58c9s78v,6045,DUPLICATE
cpb-aacip-526-dj58c9s78v,6060,DUPLICATE
cpb-aacip-526-dj58c9s78v,6075,DUPLICATE
cpb-aacip-526-dj58c9s78v,6240,DUPLICATE
cpb-aacip-526-dj58c9s78v,6255,DUPLICATE
cpb-aacip-526-dj58c9s78v,6270,DUPLICATE
cpb-aacip-526-dj58c9s78v,6285,DUPLICATE
cpb-aacip-526-dj58c9s78v,6300,DUPLICATE
cpb-aacip-526-dj58c9s78v,6315,DUPLICATE
cpb-aacip-526-dj58c9s78v,7200,DUPLICATE
cpb-aacip-526-dj58c9s78v,7215,DUPLICATE
cpb-aacip-526-dj58c9s78v,7230,DUPLICATE
cpb-aacip-526-dj58c9s78v,7245,DUPLICATE
cpb-aacip-526-dj58c9s78v,7260,DUPLICATE
cpb-aacip-526-dj58c9s78v,7275,DUPLICATE
cpb-aacip-526-dj58c9s78v,7290,DUPLICATE
cpb-aacip-526-dj58c9s78v,7305,DUPLICATE
cpb-aacip-526-dj58c9s78v,7320,DUPLICATE
cpb-aacip-526-dj58c9s78v,7335,DUPLICATE
cpb-aacip-526-dj58c9s78v,7350,DUPLICATE
cpb-aacip-526-dj58c9s78v,7365,DUPLICATE
cpb-aacip-526-dj58c9s78v,78570,DUPLICATE
cpb-aacip-526-dj58c9s78v,78585,DUPLICATE
cpb-aacip-526-dj58c9s78v,78600,DUPLICATE
cpb-aacip-526-dj58c9s78v,78615,DUPLICATE
cpb-aacip-526-dj58c9s78v,78630,DUPLICATE
cpb-aacip-526-dj58c9s78v,78645,DUPLICATE
cpb-aacip-526-dj58c9s78v,78660,DUPLICATE
cpb-aacip-526-dj58c9s78v,78675,DUPLICATE
cpb-aacip-526-dj58c9s78v,78690,DUPLICATE
cpb-aacip-526-dj58c9s78v,78705,DUPLICATE
cpb-aacip-526-dj58c9s78v,78720,DUPLICATE
cpb-aacip-526-dj58c9s78v,78735,DUPLICATE
cpb-aacip-526-dj58c9s78v,78750,DUPLICATE
cpb-aacip-526-dj58c9s78v,78765,DUPLICATE
cpb-aacip-526-dj58c9s78v,78780,DUPLICATE
cpb-aacip-526-dj58c9s78v,78795,DUPLICATE
cpb-aacip-526-dj58c9s78v,78810,DUPLICATE
cpb-aacip-526-dj58c9s78v,78825,DUPLICATE
cpb-aacip-526-dj58c9s78v,78870,DUPLICATE
cpb-aacip-526-dj58c9s78v,78885,DUPLICATE
cpb-aacip-526-dj58c9s78v,78900,DUPLICATE
cpb-aacip-526-dj58c9s78v,78915,DUPLICATE
cpb-aacip-526-dj58c9s78v,78930,DUPLICATE
cpb-aacip-526-dj58c9s78v,78945,DUPLICATE
cpb-aacip-526-dj58c9s78v,79170,DUPLICATE
cpb-aacip-526-dj58c9s78v,79185,DUPLICATE
cpb-aacip-526-dj58c9s78v,79200,DUPLICATE
cpb-aacip-526-dj58c9s78v,79215,DUPLICATE
cpb-aacip-526-dj58c9s78v,79230,DUPLICATE
cpb-aacip-526-dj58c9s78v,79245,DUPLICATE
cpb-aacip-526-dj58c9s78v,79710,DUPLICATE
cpb-aacip-526-dj58c9s78v,79725,DUPLICATE
cpb-aacip-526-dj58c9s78v,79740,DUPLICATE
cpb-aacip-526-dj58c9s78v,79755,DUPLICATE
cpb-aacip-526-dj58c9s78v,79770,DUPLICATE
cpb-aacip-526-dj58c9s78v,79785,DUPLICATE
cpb-aacip-526-dj58c9s78v,79800,DUPLICATE
cpb-aacip-526-dj58c9s78v,79815,DUPLICATE
cpb-aacip-526-dj58c9s78v,79830,DUPLICATE
cpb-aacip-526-dj58c9s78v,79845,DUPLICATE
cpb-aacip-526-dj58c9s78v,81150,DUPLICATE
cpb-aacip-526-dj58c9s78v,81165,DUPLICATE
cpb-aacip-526-dj58c9s78v,81180,DUPLICATE
cpb-aacip-526-dj58c9s78v,81195,DUPLICATE
cpb-aacip-526-dj58c9s78v,81210,DUPLICATE
cpb-aacip-526-dj58c9s78v,81225,DUPLICATE
cpb-aacip-526-dj58c9s78v,81240,DUPLICATE
cpb-aacip-526-dj58c9s78v,81255,DUPLICATE
cpb-aacip-526-dj58c9s78v,81300,DUPLICATE
cpb-aacip-526-dj58c9s78v,81315,DUPLICATE
cpb-aacip-526-dj58c9s78v,81330,DUPLICATE
cpb-aacip-526-dj58c9s78v,81345,DUPLICATE
cpb-aacip-526-dj58c9s78v,81360,DUPLICATE
cpb-aacip-526-dj58c9s78v,81375,DUPLICATE
cpb-aacip-526-dj58c9s78v,81480,DUPLICATE
cpb-aacip-526-dj58c9s78v,81495,DUPLICATE
cpb-aacip-526-dj58c9s78v,81510,DUPLICATE
cpb-aacip-526-dj58c9s78v,81525,DUPLICATE
cpb-aacip-526-dj58c9s78v,81540,DUPLICATE
cpb-aacip-526-dj58c9s78v,81555,DUPLICATE
cpb-aacip-526-dj58c9s78v,81570,DUPLICATE
cpb-aacip-526-dj58c9s78v,81585,DUPLICATE
cpb-aacip-526-dj58c9s78v,8160,not K-V
cpb-aacip-526-dj58c9s78v,81600,DUPLICATE
cpb-aacip-526-dj58c9s78v,81615,DUPLICATE
cpb-aacip-526-dj58c9s78v,81630,DUPLICATE
cpb-aacip-526-dj58c9s78v,81645,DUPLICATE
cpb-aacip-526-dj58c9s78v,81660,DUPLICATE
cpb-aacip-526-dj58c9s78v,81675,DUPLICATE
cpb-aacip-526-dj58c9s78v,81690,DUPLICATE
cpb-aacip-526-dj58c9s78v,81705,DUPLICATE
cpb-aacip-526-dj58c9s78v,81720,DUPLICATE
cpb-aacip-526-dj58c9s78v,81735,DUPLICATE
cpb-aacip-526-dj58c9s78v,8175,DUPLICATE
cpb-aacip-526-dj58c9s78v,81810,DUPLICATE
cpb-aacip-526-dj58c9s78v,81825,DUPLICATE
cpb-aacip-526-dj58c9s78v,81840,DUPLICATE
cpb-aacip-526-dj58c9s78v,81855,DUPLICATE
cpb-aacip-526-dj58c9s78v,81870,DUPLICATE
cpb-aacip-526-dj58c9s78v,81885,DUPLICATE
cpb-aacip-526-dj58c9s78v,8190,DUPLICATE
cpb-aacip-526-dj58c9s78v,81900,DUPLICATE
cpb-aacip-526-dj58c9s78v,81915,DUPLICATE
cpb-aacip-526-dj58c9s78v,81930,DUPLICATE
cpb-aacip-526-dj58c9s78v,81945,DUPLICATE
cpb-aacip-526-dj58c9s78v,81960,DUPLICATE
cpb-aacip-526-dj58c9s78v,81975,DUPLICATE
cpb-aacip-526-dj58c9s78v,82020,DUPLICATE
cpb-aacip-526-dj58c9s78v,82035,DUPLICATE
cpb-aacip-526-dj58c9s78v,8205,DUPLICATE
cpb-aacip-526-dj58c9s78v,82050,DUPLICATE
cpb-aacip-526-dj58c9s78v,82065,DUPLICATE
cpb-aacip-526-dj58c9s78v,82080,DUPLICATE
cpb-aacip-526-dj58c9s78v,82095,DUPLICATE
cpb-aacip-526-dj58c9s78v,82110,DUPLICATE
