GUID,",","Series/Group              ,","Slate Start ,","Slate End   ,","Writing Types,",Recorded/Digital,,,",",format of most of the information,",",Anything moving on screen during slate?,
cpb-aacip-221-40ksn7n1,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-40xpp4vz,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-41zcrt7k,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-42n5tm2p,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-439zwcj8,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-43nvx89s,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-44pk0z7m,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-451g1tm1,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-45q83mh1,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-45q83mjr,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-47rn905t,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-47rn906j,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-50tqk0tw,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-51hhmsbt,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-52j6qg5h,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-52j6qg67,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-5370s7sk,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-53jwt53s,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-53jwt557,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-547pvxtc,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-55m90gz3,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-55z61d38,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-569327q2,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-56n03576,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-56n0358x,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-580k6r84,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-580k6r9v,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-580k6rbk,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-580k6rd1,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-58pc8h0t,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-58pc8h5f,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-59q2c6qb,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-60qrfvbr,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-60qrfvcg,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-60qrfvd6,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-612ngs6p,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-61djhn1z,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-623bkfb6,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-62f7m9k5,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-6341p445,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-63fxq0gq,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-64gmsnhd,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-64thtjzd,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-64thtk0t,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-655dvfqg,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-66vx0xm5,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-66vx0xnw,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-676t1tm9,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-676t1tn1,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-67wm3kz1,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-67wm3m0f,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-68kd5cvk,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-698675r4,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-69m381kd,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-69z08xsp,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-719kdhpc,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-71ngfcsf,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-71ngfcvw,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-72b8h6c5,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-7312jzmm,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-7312jzvp,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-73bzkvhf,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-74cnpk6x,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-74qjqdt5,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-752fr933,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-75dbs73c,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-7634v1dm,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-784j1btx,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-78gf27wz,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-78tb34gv,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-795740qc,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-805x6q70,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-805x6q8q,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-805x6q9f,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-80ht7kq1,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-80vq8gmf,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-80vq8gn5,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-816m9cqr,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-81wdc55b,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-8279d1st,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-82k6dxsr,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-83xsjh7g,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-84zgn5rz,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-859cp1zr,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-859cp23b,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-85n8q00f,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-86b2rr0t,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-86nzsn0t,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-86nzsn28,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-870vthfp,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-87pnw9x0,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-88qc00md,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-88qc00n4,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-88qc00pv,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-89280w5g,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-89r22pq7,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-89r22prz,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-90dv4fs4,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-90rr5b5p,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-90rr5b6d,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-913n67m7,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-92t4bq2g,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-92t4bq36,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-9351cm1w,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-93gxdh9p,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-94hmh5dg,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-94vhj13v,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-94vhj14k,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-95w6mq0b,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-9673nm6t,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-9673nm7j,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-9673nm88,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-9673nm90,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-977sr9kh,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-98mcvvcq,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-221-98z8wr0b,",","Jim Cooper's Orange County,",",",",",",",,,,",",,",",,
cpb-aacip-235-01pg58db,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-04dnddg6,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-07gqpdzn,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-08hds626,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-0966tvq8,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-13mw7f3g,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-149p97q7,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-1615frm4,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-171vjghc,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-182jn2ms,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-203xtg30,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-21tdzz0n,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-23hx4c6p,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-24wh80q4,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-26m0dc5v,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-311nszx9,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-37vmdv2p,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-38w9hg9p,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-3976jbs8,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-39k3k9nb,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-451g2m62,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-46qz72jh,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-50tqkqh2,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-53jwtw7c,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-569330k6,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-580k7dps,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-58pc9705,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-5918b4qh,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-59q2cx4q,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-601zdsvs,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-66vx1nd5,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-69867wdk,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-72b8hwh2,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-7634vqpd,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-77sn15hm,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-79h45mh9,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-80ht882x,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-82x3gjjm,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-83xsk78j,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-8605rmr6,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-86b2sgbd,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-86nztbqp,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-870vv6v1,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-902z49cw,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-90rr61rn,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-945qgzm7,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-95j9mgvt,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-96k0q5g5,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-235-98z8xfb7,",","Outlook                   ,",",",",",",",,,,",",,",",,
cpb-aacip-260-00ns1s9b,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-01pg4fs3,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-042rbq34,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-042rbqg3,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-04rjdgs3,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-04rjdhbc,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-053ffcmm,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-106wws5k,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-11kh19wx,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-14nk9crq,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-182jm86k,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-19f4qv3n,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-203xsmk7,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-20sqvdwx,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-21ghx630,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-25k98wkq,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-2683bp5r,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-26xwdfg5,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-26xwdfv4,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-289gj190,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-28ncjx3k,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-30prr8cq,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-32d7wqfv,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-34fn338w,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-35gb5rhx,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-40ksn4ft,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-41mgqstr,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-42n5tgf3,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-42n5tggt,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-44pk0trx,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-46qz65w5,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-48ffbn25,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-50gtj074,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-5370s474,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-53wstwxv,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-54xgxkf1,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-54xgxkp3,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-558czgp7,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-55z618d7,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-579s4v3x,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-591898ts,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-59c5b5q6,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-59c5b5rx,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-623bk9qm,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-64gmsjdc,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-65v6x4s7,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-676t1png,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-676t1pp6,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-687h4ckb,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-68kd5822,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-69z08tjr,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-719kdd1r,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-719kddg5,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-720cg5m3,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-76f1vs11,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-773txjp7,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-77fqzf5z,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-79h44sm8,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-79v15php,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-8380gm69,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-8605qqqw,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-87brv98s,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-88cfz07c,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-88qbzvzt,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-90dv4b1b,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-93ttf7n8,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-93ttf7p0,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-93ttf83c,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-95j9kpxr,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-96wwq8s5,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-98z8wmq0,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-260-9995xhv1,",","""Main Street, Wyoming""    ,",",",",",",",,,,",",,",",,
cpb-aacip-29-000000xr,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-009w0wng,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-00ns1sm6,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-00ns1swq,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-010p2p87,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-01bk3kb1,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-021c5bz4,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-021c5c47,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-02c867nb,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-03cz8xd3,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-03qv9tnb,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-03qv9tp1,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-05fbg8dz,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-05fbg8m3,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-05fbg8x9,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-06g1jzd3,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-074tmr0m,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-085hqdm4,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-08hdr9n7,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-08hdr9qm,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-09w0vw3r,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-106wwrrw,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-106wwrsk,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-106wwrz1,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-10wpzjrq,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-117m0fgq,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-117m0fj3,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-117m0ftm,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-11kh19tc,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-11kh19xf,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-11xd26xv,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-128933tq,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-12z34x4s,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-13mw6pxs,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-13mw6q0t,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-14nk9bw6,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-14nk9bxw,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-150gb7vf,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-1615dx6g,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-16pzgq9t,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-171vhksr,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-17crjh5d,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-17qnkd0c,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-182jm8h0,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-19f4qv38,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-20ftthdb,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
cpb-aacip-29-21ghx691,",","Wisconsin Week            ,",",",",",",",,,,",",,",",,
cpb-aacip-29-225b0088,",","Prime Time Wisconsin      ,",",",",",",",,,,",",,",",,
